"status","concept_id","sub_concept_id","jid","dim_label","term_html","term_excel","html_analysis","excel_analysis","sheet","addr","linked_articles","link_statuses","link_status"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Whistleblower protections","Frontier developer","Frontier developer","Implement mechanisms for anonymous disclosure of information (1107.1.)","-","Provider_Developer_Analysis","C98","ca-sb53:1107.1","no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Copyright","","Large frontier developer","","-","Provider_Developer_Analysis","D93","","",""
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Exemptions","","Large frontier developer","","-","Provider_Developer_Analysis","D95","","",""
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","General information disclosure","","Large frontier developer","","Publish on website general model / data description (22757.12.)","Provider_Developer_Analysis","D86","","",""
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Incident reporting","Large frontier developer","Large frontier developer","Within 24 hours to 15 days, depending on severity (22757.13.)","Within 24 hours to 15 days, depending on severity (22757.13.)","Provider_Developer_Analysis","D94","ca-sb53:22757.13","no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Notification / Registration","","Large frontier developer","","-","Provider_Developer_Analysis","D85","","",""
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Penalties","Large frontier developer","Large frontier developer","Up to $1M per violation (22757.15.)","Up to $1M per violation (22757.15.)","Provider_Developer_Analysis","D101","ca-sb53:22757.15","no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Rebuttal","","Large frontier developer","","-","Provider_Developer_Analysis","D97","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Regulatory trigger","Large frontier developer","Large frontier developer","Compute
Compute and revenue","Compute and revenue","Provider_Developer_Analysis","D81","","",""
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Risk management","Large frontier developer","Large frontier developer","Implement Frontier AI Framework (22757.12.)","Implement Frontier AI Framework (22757.12.)","Provider_Developer_Analysis","D90","ca-sb53:22757.12","no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Risk management - reporting","Large frontier developer","Large frontier developer","Report assessment of catastrophic risk every 3 months (22757.12.)","Report assessment of catastrophic risk every 3 months (22757.12.)","Provider_Developer_Analysis","D92","ca-sb53:22757.12","no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Risk management - review","Large frontier developer","Large frontier developer","Review Frontier AI Framework at least once per year (22757.12.)","Review Frontier AI Framework at least once per year (22757.12.)","Provider_Developer_Analysis","D91","ca-sb53:22757.12","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Scope","Large frontier developer","Large frontier developer","Person that trained or initiated training of a model using
> 10²⁶ FLOPs in compute[2] (22757.11.)
> 10²⁶ FLOPs in compute and has
> $500M in annual gross revenues (22757.11.)","Person that trained or initiated training of a model using
> 10²⁶ FLOPs in compute and has
> $500M in annual gross revenues (22757.11.)","Provider_Developer_Analysis","D75","ca-sb53:22757.11","no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Specific information disclosure","Large frontier developer","Large frontier developer","Publish on website Frontier AI Framework, including summaries of assessment of catastrophic risks, results, mitigation measures and extent of involvement of third-party evaluators (22757.12.)","Publish on website Frontier AI Framework, including summaries of assessment of catastrophic risks, results, mitigation measures and extent of involvement of third-party evaluators (22757.12.)","Provider_Developer_Analysis","D87","ca-sb53:22757.12","no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Temporal trigger","","Large frontier developer","","Before of concurrently with deploying a frontier model or substantially modified frontier model","Provider_Developer_Analysis","D82","","",""
"missing_in_excel","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Term","Large frontier developer","","Frontier developer
Large frontier developer","","","","ca-sb53:22757.11;ca-sb53:22757.12;ca-sb53:22757.13;ca-sb53:1107.1;ca-sb53:22757.15","no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-1-large-frontier-developer","Whistleblower protections","Large frontier developer","Large frontier developer","Implement mechanisms for anonymous disclosure of information (1107.1.)","Implement mechanisms for anonymous disclosure of information (1107.1.)","Provider_Developer_Analysis","D98","ca-sb53:1107.1","no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Copyright","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Put in place copyright compliance policy (Article 53; CoP CC 1.1)","Put in place copyright compliance policy (Article 53; CoP CC 1.1)","Provider_Developer_Analysis","B93","eu-gpai-cop-copyright:preamble","verbatim_found","verbatim_found"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Exemptions","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Signatories of the CoP, for safe reference models and similarly safe or safer models (CoP SSC Appendix 2)","Signatories of the CoP, for safe reference models and similarly safe or safer models (CoP SSC Appendix 2)","Provider_Developer_Analysis","B95","","",""
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","General information disclosure","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Draw up and provide downstream providers general model / data description (Article 53, Annex XI)","Draw up and provide downstream providers general model / data description (Article 53, Annex XI)","Provider_Developer_Analysis","B86","","",""
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Incident reporting","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Within 2 to 15 days, depending on severity (Article 55; CoP SSC 9.3)","Within 2 to 15 days, depending on severity (Article 55; CoP SSC 9.3)","Provider_Developer_Analysis","B94","eu-ai-act:55;eu-gpai-cop-safety:preamble","verbatim_found;verbatim_found","verbatim_found"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Notification / Registration","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Notify EC when compute threshold achieved or known to be achieved in the future (Article 52)","Notify EC when compute threshold achieved or known to be achieved in the future (Article 52)","Provider_Developer_Analysis","B85","eu-ai-act:52","verbatim_found","verbatim_found"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Penalties","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Up to €15M or 3% of total worldwide annual turnover
Up to €7M or 1% of total worldwide annual turnover for incorrect information (Article 99)","Up to €15M or 3% of total worldwide annual turnover
Up to €7M or 1% of total worldwide annual turnover for incorrect information (Article 99)","Provider_Developer_Analysis","B101","eu-ai-act:99","verbatim_found","verbatim_found"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Rebuttal","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Possibility to rebut GPAISR classification for not presenting systemic risks despite high-impact capabilities (Article 52)","Possibility to rebut GPAISR classification for not presenting systemic risks despite high-impact capabilities (Article 52)","Provider_Developer_Analysis","B97","eu-ai-act:52","verbatim_found","verbatim_found"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Regulatory trigger","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Capabilities","Capabilities","Provider_Developer_Analysis","B81","","",""
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Risk management","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Implement Safety and Security Framework (Articles 53, 55; CoP SSC 1.1)","Implement Safety and Security Framework (Articles 53, 55; CoP SSC 1.1)","Provider_Developer_Analysis","B90","eu-ai-act:55;eu-gpai-cop-safety:preamble","verbatim_found;verbatim_found","verbatim_found"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Risk management - reporting","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","-","-","Provider_Developer_Analysis","B92","","",""
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Risk management - review","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Review Safety and Security Framework at least once per year (CoP SSC 1.3)","Review Safety and Security Framework at least once per year (CoP SSC 1.3)","Provider_Developer_Analysis","B91","","",""
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Scope","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Person that develops a GPAI model with high-impact capabilities (Article 51)
Indicative criterion: > 10²⁵ FLOPs in compute (Article 51)[1]
Or person that modifies an existent GPAI model with high-impact capabilities and that modification results in significant change in the model’s generality, capabilities, or systemic risk (GL (59))
Indicative criterion: training compute used for the modification is greater than 1/3 of the current
currently 10²⁵ threshold for GPAISR (GL (61))","Person that develops a GPAI model with high-impact capabilities (Article 51)
Indicative criterion: > 10²⁵ FLOPs in compute (Article 51)[1]
Or person that modifies an existent GPAI model with high-impact capabilities and that modification results in significant change in the model’s generality, capabilities, or systemic risk (GL (59))
Indicative criterion: training compute used for the modification is greater than 1/3 of the current
currently 10²⁵ threshold for GPAISR (GL (61))","Provider_Developer_Analysis","B75","eu-ai-act:3;eu-ai-act:51","verbatim_found;verbatim_found","verbatim_found"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Specific information disclosure","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Draw up and provide downstream providers technical documentation on model training, design and testing, as well data provenance, curation and characteristics (Article 53, Annexes XI, XII)
Publish and maintain versions of Safety and Security Framework and model reports, including summaries of assessment of systemic risks (Article 55; CoP SSC 1, 10.1)","Draw up and provide downstream providers technical documentation on model training, design and testing, as well data provenance, curation and characteristics (Article 53, Annexes XI, XII)
Publish and maintain versions of Safety and Security Framework and model reports, including summaries of assessment of systemic risks (Article 55; CoP SSC 1, 10.1)","Provider_Developer_Analysis","B87","","",""
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Temporal trigger","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Prior to placing GPAI model with systemic risk on the market;
Across model lifecycle, including model development phase in the case of risk management (Article 55; CoP SSC 1.2)","Prior to placing GPAI model with systemic risk on the market;
Across model lifecycle, including model development phase in the case of risk management (Article 55; CoP SSC 1.2)","Provider_Developer_Analysis","B82","","",""
"missing_in_excel","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Term","Provider of general-purpose AI models with systemic risk","","Provider of GPAI models with systemic risk","","","","eu-ai-act:3;eu-ai-act:51;eu-ai-act:53;eu-ai-act:XI;eu-gpai-cop-transparency:preamble;eu-gpai-cop-copyright:preamble;eu-ai-act:54;eu-ai-act:XII;eu-ai-act:55;eu-gpai-cop-safety:preamble;eu-ai-act:52;eu-ai-act:99","verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found","verbatim_found"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","eu","Whistleblower protections","Provider of general-purpose AI models with systemic risk","Provider of GPAI models with systemic risk","Implement of clear reporting channels and whistleblower protections (Article 87)
Signatories of the CoP commit to putting in place whistleblower protection policy (CoP SSC 8.3)","Implement of clear reporting channels and whistleblower protections (Article 87)
Signatories of the CoP commit to putting in place whistleblower protection policy (CoP SSC 8.3)","Provider_Developer_Analysis","B98","","",""
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Copyright","Frontier developer","Frontier developer","-","-","Provider_Developer_Analysis","E93","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Exemptions","Frontier developer","Frontier developer","Accredited colleges/universities (§1426)","Accredited colleges / universities
Empire AI consortium (§ 1426)","Provider_Developer_Analysis","E95","ny-s8828:1426;ny-a6453:1420","no_verbatim;no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","General information disclosure","Frontier developer","Frontier developer","Publish on website general model / data description (§ 1421)","Publish on website general model / data description (§ 1421)","Provider_Developer_Analysis","E86","ny-s8828:1421","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Incident reporting","Frontier developer","Frontier developer","Within 24 hours to 72 hours, depending on severity (§ 1422)
Within 72 hours (§ 1421)","Within 24 hours to 72 hours, depending on severity (§ 1422)","Provider_Developer_Analysis","E94","ny-s8828:1422;ny-s8828:1421","no_verbatim;no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Notification / Registration","Frontier developer","Frontier developer","Fill and renew every two years a disclosure statement and pay required share with the office (§ 1428)","-","Provider_Developer_Analysis","E85","ny-s8828:1428","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Penalties","Frontier developer","Frontier developer","Up to $1M for first violation; up to $3M per subsequent violation (§ 1427)
Up to $10M for first violation; up to $30M per subsequent violation (§ 1422)","-","Provider_Developer_Analysis","E101","ny-s8828:1427;ny-a6453:1422","no_verbatim;no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Rebuttal","","Frontier developer","","-","Provider_Developer_Analysis","E97","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Regulatory trigger","Frontier developer","Frontier developer","Compute
Compute and revenue
Compute and cost","Compute","Provider_Developer_Analysis","E81","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Risk management","Frontier developer","Frontier developer","Report assessment of catastrophic risk every 3 months ( § 1422)","-","Provider_Developer_Analysis","E90","ny-s8828:1422","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Risk management - reporting","Frontier developer","Frontier developer","Report assessment of catastrophic risk every 3 months ( § 1422)","-","Provider_Developer_Analysis","E92","ny-s8828:1422","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Risk management - review","Frontier developer","Frontier developer","Review Frontier AI Framework at least once per year (§ 1421)
Annual review of Safety and Security Protocol (§ 1421)","-","Provider_Developer_Analysis","E91","ny-s8828:1421","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Scope","Frontier developer","Frontier developer","Person that trained or initiated training of a model using
> 10²⁶ FLOPs in compute (§ 1420)
> 10²⁶ FLOPs in compute and has
> 10²⁶ FLOPs and > $1M in compute
> $500M in annual gross revenues
Or applied knowledge distillation costing > $5M in compute (§ 1420)","Person that trained or initiated training of a model using
> 10²⁶ FLOPs in compute (§ 1420)","Provider_Developer_Analysis","E75","ny-s8828:1420;ny-a6453:1420","no_verbatim;no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Specific information disclosure","Frontier developer","Frontier developer","Publish on website Frontier AI Framework, including summaries of assessment of catastrophic risks, results, mitigation measures and extent of involvement of third-party evaluators (22757.12.)
Publish copy of Safety and Security Protocol (§ 1421)","-","Provider_Developer_Analysis","E87","ny-s8828:1421","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Temporal trigger","Frontier developer","Frontier developer","Before of concurrently with deploying a frontier model or substantially modified frontier model
Prior to deploying frontier model","Before of concurrently with deploying a frontier model or substantially modified frontier model","Provider_Developer_Analysis","E82","","",""
"missing_in_excel","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Term","Frontier developer","","Frontier developer
Large frontier developer
Large developer","","","","ny-s8828:1420;ny-a6453:1420;ny-s8828:1426;ny-s8828:1421;ny-a6453:1421;ny-s8828:1428;ny-s8828:1422;ny-s8828:1427;ny-a6453:1422","no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-0-frontier-developer","Whistleblower protections","Frontier developer","Frontier developer","-","-","Provider_Developer_Analysis","E98","","",""
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Copyright","","Large frontier developer","","-","Provider_Developer_Analysis","F93","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Exemptions","Large frontier developer","Large frontier developer","Accredited colleges/universities (§1426)","Accredited colleges / universities
Empire AI consortium (§ 1426)","Provider_Developer_Analysis","F95","ny-s8828:1426;ny-a6453:1420","no_verbatim;no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","General information disclosure","Large frontier developer","Large frontier developer","Publish on website general model / data description (§ 1421)","Publish on website general model / data description (§ 1421)","Provider_Developer_Analysis","F86","ny-s8828:1421","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Incident reporting","Large frontier developer","Large frontier developer","Within 24 hours to 72 hours, depending on severity (§ 1422)
Within 72 hours (§ 1421)","Within 24 hours to 72 hours, depending on severity (§ 1422)","Provider_Developer_Analysis","F94","ny-s8828:1422;ny-s8828:1421","no_verbatim;no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Notification / Registration","Large frontier developer","Large frontier developer","Fill and renew every two years a disclosure statement and pay required share with the office (§ 1428)","Fill and renew every two years a disclosure statement and pay required share with the office (§ 1428)","Provider_Developer_Analysis","F85","ny-s8828:1428","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Penalties","Large frontier developer","Large frontier developer","Up to $1M for first violation; up to $3M per subsequent violation (§ 1427)
Up to $10M for first violation; up to $30M per subsequent violation (§ 1422)","Up to $1M for first violation; up to $3M per subsequent violation (§ 1427)","Provider_Developer_Analysis","F101","ny-s8828:1427;ny-a6453:1422","no_verbatim;no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Rebuttal","","Large frontier developer","","-","Provider_Developer_Analysis","F97","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Regulatory trigger","Large frontier developer","Large frontier developer","Compute
Compute and revenue
Compute and cost","Compute and revenue","Provider_Developer_Analysis","F81","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Risk management","Large frontier developer","Large frontier developer","Report assessment of catastrophic risk every 3 months ( § 1422)","Implement Frontier AI Framework (§ 1421)","Provider_Developer_Analysis","F90","ny-s8828:1422","no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Risk management - reporting","Large frontier developer","Large frontier developer","Report assessment of catastrophic risk every 3 months ( § 1422)","Report assessment of catastrophic risk every 3 months ( § 1422)","Provider_Developer_Analysis","F92","ny-s8828:1422","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Risk management - review","Large frontier developer","Large frontier developer","Review Frontier AI Framework at least once per year (§ 1421)
Annual review of Safety and Security Protocol (§ 1421)","Review Frontier AI Framework at least once per year (§ 1421)","Provider_Developer_Analysis","F91","ny-s8828:1421","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Scope","Large frontier developer","Large frontier developer","Person that trained or initiated training of a model using
> 10²⁶ FLOPs in compute (§ 1420)
> 10²⁶ FLOPs in compute and has
> 10²⁶ FLOPs and > $1M in compute
> $500M in annual gross revenues
Or applied knowledge distillation costing > $5M in compute (§ 1420)","Person that trained or initiated training of a model using
> 10²⁶ FLOPs in compute and has
> $500M in annual gross revenues
(§ 1420)","Provider_Developer_Analysis","F75","ny-s8828:1420;ny-a6453:1420","no_verbatim;no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Specific information disclosure","Large frontier developer","Large frontier developer","Publish on website Frontier AI Framework, including summaries of assessment of catastrophic risks, results, mitigation measures and extent of involvement of third-party evaluators (22757.12.)
Publish copy of Safety and Security Protocol (§ 1421)","Publish on website Frontier AI Framework, including summaries of assessment of catastrophic risks, results, mitigation measures and extent of involvement of third-party evaluators (22757.12.)","Provider_Developer_Analysis","F87","ny-s8828:1421","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Temporal trigger","Large frontier developer","Large frontier developer","Before of concurrently with deploying a frontier model or substantially modified frontier model
Prior to deploying frontier model","Before of concurrently with deploying a frontier model or substantially modified frontier model","Provider_Developer_Analysis","F82","","",""
"missing_in_excel","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Term","Large frontier developer","","Frontier developer
Large frontier developer
Large developer","","","","ny-s8828:1420;ny-a6453:1420;ny-s8828:1426;ny-s8828:1421;ny-a6453:1421;ny-s8828:1428;ny-s8828:1422;ny-s8828:1427;ny-a6453:1422","no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-1-large-frontier-developer","Whistleblower protections","","Large frontier developer","","-","Provider_Developer_Analysis","F98","","",""
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Copyright","","Large developer","","-","Provider_Developer_Analysis","G93","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Exemptions","Large developer","Large developer","Accredited colleges/universities (§1426)","Accredited colleges / universities (§ 1420)","Provider_Developer_Analysis","G95","ny-s8828:1426;ny-a6453:1420","no_verbatim;no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","General information disclosure","","Large developer","","-","Provider_Developer_Analysis","G86","","",""
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Incident reporting","","Large developer","","Within 72 hours (§ 1421)","Provider_Developer_Analysis","G94","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Notification / Registration","Large developer","Large developer","Fill and renew every two years a disclosure statement and pay required share with the office (§ 1428)","-","Provider_Developer_Analysis","G85","ny-s8828:1428","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Penalties","Large developer","Large developer","Up to $1M for first violation; up to $3M per subsequent violation (§ 1427)
Up to $10M for first violation; up to $30M per subsequent violation (§ 1422)","Up to $10M for first violation; up to $30M per subsequent violation (§ 1422)","Provider_Developer_Analysis","G101","ny-s8828:1427;ny-a6453:1422","no_verbatim;no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Rebuttal","","Large developer","","-","Provider_Developer_Analysis","G97","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Regulatory trigger","Large developer","Large developer","Compute
Compute and revenue
Compute and cost","Compute and cost","Provider_Developer_Analysis","G81","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Risk management","Large developer","Large developer","Report assessment of catastrophic risk every 3 months ( § 1422)","Implement Safety and Security Protocol (§ 1421)","Provider_Developer_Analysis","G90","ny-a6453:1422","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Risk management - reporting","Large developer","Large developer","Report assessment of catastrophic risk every 3 months ( § 1422)","-","Provider_Developer_Analysis","G92","ny-a6453:1422","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Risk management - review","Large developer","Large developer","Review Frontier AI Framework at least once per year (§ 1421)
Annual review of Safety and Security Protocol (§ 1421)","Annual review of Safety and Security Protocol (§ 1421)","Provider_Developer_Analysis","G91","ny-a6453:1421","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Scope","Large developer","Large developer","Person that trained or initiated training of a model using
> 10²⁶ FLOPs in compute (§ 1420)
> 10²⁶ FLOPs in compute and has
> 10²⁶ FLOPs and > $1M in compute
> $500M in annual gross revenues
Or applied knowledge distillation costing > $5M in compute (§ 1420)","Person that trained or initiated training of a model using
> 10²⁶ FLOPs and > $1M in compute
Or applied knowledge distillation costing > $5M in compute (§ 1420)","Provider_Developer_Analysis","G75","ny-a6453:1420;ny-s8828:1420","no_verbatim;no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Specific information disclosure","Large developer","Large developer","Publish on website Frontier AI Framework, including summaries of assessment of catastrophic risks, results, mitigation measures and extent of involvement of third-party evaluators (22757.12.)
Publish copy of Safety and Security Protocol (§ 1421)","Publish copy of Safety and Security Protocol (§ 1421)","Provider_Developer_Analysis","G87","ny-a6453:1421","no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Temporal trigger","","Large developer","","Prior to deploying frontier model","Provider_Developer_Analysis","G82","","",""
"missing_in_excel","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Term","Large developer","","Frontier developer
Large frontier developer
Large developer","","","","ny-s8828:1420;ny-a6453:1420;ny-s8828:1426;ny-s8828:1421;ny-a6453:1421;ny-s8828:1428;ny-s8828:1422;ny-s8828:1427;ny-a6453:1422","no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ny-2-large-developer","Whistleblower protections","","Large developer","","-","Provider_Developer_Analysis","G98","","",""
